,area_name_en,meter_sale_price,instance_date
17492,Jabal Ali First,10364.48,2025-02-11
17493,Jabal Ali First,18870.6,2025-02-03
17494,Jabal Ali First,15168.06,2025-06-23
17495,Jabal Ali First,13039.26,2025-03-14
17496,Jabal Ali First,12790.7,2025-01-10
17497,Al Yelayiss 2,9245.56,2024-06-03
17498,Al Yelayiss 2,10664.37,2024-09-03
17499,Al Yelayiss 2,6975.31,2023-03-20
17500,Al Yelayiss 2,9611.4,2024-08-12
17501,Al Yelayiss 2,11742.99,2024-12-11
17502,Al Yelayiss 2,7487.37,2025-06-10
17503,Al Yelayiss 2,11181.11,2024-08-05
17504,Al Yelayiss 2,9735.22,2024-11-18
17505,Al Yelayiss 2,8394.59,2023-07-17
17506,Al Yelayiss 2,15858.36,2025-05-08
17507,Al Yelayiss 2,16036.63,2025-05-21
17508,Wadi Al Safa 5,14532.08,2025-02-26
17509,Wadi Al Safa 5,15338.7,2025-06-10
17510,Wadi Al Safa 5,16146.01,2025-08-27
17511,Wadi Al Safa 5,15605.3,2025-02-11
17512,Wadi Al Safa 5,14322.49,2024-11-25
17513,Wadi Al Safa 5,11892.18,2025-06-30
17514,Wadi Al Safa 5,15572.87,2025-03-03
17515,Madinat Dubai Almelaheyah,25086.35,2024-09-30
17516,Madinat Dubai Almelaheyah,21621.15,2024-09-09
17517,Madinat Dubai Almelaheyah,24113.11,2024-09-04
17518,Madinat Dubai Almelaheyah,23977.94,2024-09-30
17519,Madinat Dubai Almelaheyah,24707.41,2024-08-29
17520,Madinat Al Mataar,6722.2,2023-05-12
17521,Al Merkadh,16479.92,2022-11-03
17522,Al Khairan First,25984.73,2024-09-03
17523,Al Khairan First,24674.39,2024-12-17
17524,Al Khairan First,25909.12,2024-09-02
17525,Al Merkadh,19992.08,2024-03-04
17526,Al Merkadh,25206.04,2023-12-28
17527,Al Merkadh,24884.05,2024-07-11
17528,Al Merkadh,21274.97,2024-07-09
17529,Al Merkadh,21389.97,2024-06-12
17530,Al Merkadh,25842.63,2024-08-08
17531,Nadd Hessa,4204.8,2022-11-15
17532,Wadi Al Safa 5,12258.18,2024-02-12
17533,Wadi Al Safa 5,11730.52,2023-07-18
17534,Wadi Al Safa 5,11001.88,2024-01-01
17535,Wadi Al Safa 5,11556.33,2023-09-05
17536,Wadi Al Safa 5,12288.57,2023-08-31
17537,Madinat Al Mataar,9761.22,2024-03-14
17538,Madinat Al Mataar,15727.33,2024-12-25
17539,Madinat Al Mataar,19400.53,2024-09-09
17540,Madinat Al Mataar,15569.9,2024-12-10
17541,Madinat Al Mataar,16497.22,2024-10-17
17542,Madinat Dubai Almelaheyah,25577.14,2025-02-19
17543,Bukadra,25995.07,2024-08-21
17544,Bukadra,25994.69,2024-08-27
17545,Bukadra,24918.67,2025-01-15
17546,Bukadra,26156.64,2025-01-24
17547,Bukadra,23572.96,2025-01-09
17548,Bukadra,25462.02,2024-10-24
17549,Bukadra,26802.12,2024-08-30
17550,Bukadra,25833.39,2024-08-14
17551,Nadd Hessa,6409.07,2024-02-07
17552,Nadd Hessa,8016.57,2023-09-27
17553,Jabal Ali First,12672.73,2024-08-26
17554,Jabal Ali First,15559.48,2024-06-28
17555,Wadi Al Safa 5,12378.49,2025-04-30
17556,Al Yelayiss 2,15077.55,2024-11-08
17557,Al Yelayiss 2,14129.67,2024-10-15
17558,Al Yelayiss 2,14924.59,2024-10-21
17559,Al Yelayiss 2,14971.89,2024-10-14
17560,Al Yelayiss 2,14644.16,2025-05-22
17561,Marsa Dubai,31740.65,2023-07-27
17562,Marsa Dubai,31064.17,2023-10-06
17563,Bukadra,25833.65,2024-09-06
17564,Bukadra,25833.2,2024-08-29
17565,Bukadra,24003.58,2024-10-11
17566,Bukadra,25079.79,2024-09-06
17567,Bukadra,27232.42,2024-08-14
17568,Bukadra,22927.12,2025-03-11
17569,Bukadra,26317.57,2024-10-10
17570,Bukadra,27393.87,2024-07-31
17571,Bukadra,24164.99,2024-08-15
17572,Bukadra,24326.29,2024-09-13
17573,Bukadra,26640.69,2024-08-14
17574,Bukadra,23573.0,2025-04-04
17575,Bukadra,25725.58,2025-01-07
17576,Bukadra,23573.04,2025-05-29
17577,Bukadra,27124.79,2024-07-31
17578,Bukadra,24972.47,2024-10-09
17579,Bukadra,26048.63,2024-10-02
17580,Bukadra,27125.44,2024-08-29
17581,Bukadra,25133.58,2024-09-20
17582,Bukadra,26210.07,2024-10-29
17583,Al Barsha South Fourth,14006.79,2024-07-25
17584,Al Barsha South Fourth,11881.19,2024-03-11
17585,Al Barsha South Fourth,14372.68,2024-06-20
17586,Al Barsha South Fourth,6811.99,2023-08-30
17587,Al Barsha South Fourth,8679.05,2022-10-07
17588,Al Barsha South Fourth,12785.68,2024-06-21
17589,Al Barsha South Fourth,15192.44,2024-08-16
17590,Al Barsha South Fourth,10494.22,2024-04-03
17591,Al Barsha South Fourth,8368.2,2022-10-20
17592,Nadd Hessa,4833.16,2022-12-23
17593,Nadd Hessa,4406.71,2023-08-01
17594,Al Yelayiss 2,15927.54,2025-04-14
17595,Al Yelayiss 2,17141.92,2025-04-16
17596,Wadi Al Safa 5,17237.33,2025-02-24
17597,Wadi Al Safa 5,13372.66,2025-04-16
17598,Wadi Al Safa 5,17557.37,2025-07-17
17599,Wadi Al Safa 5,18682.62,2025-04-22
17600,Wadi Al Safa 5,17732.19,2025-03-18
17601,Wadi Al Safa 5,17900.46,2025-03-12
17602,Wadi Al Safa 5,11409.49,2024-12-10
17603,Madinat Al Mataar,16433.35,2024-01-24
17604,Madinat Al Mataar,16509.43,2023-12-28
17605,Madinat Al Mataar,16488.22,2024-01-08
17606,Madinat Al Mataar,16433.35,2024-10-07
17607,Madinat Al Mataar,16081.15,2025-04-30
17608,Madinat Dubai Almelaheyah,31689.29,2025-03-13
17609,Madinat Dubai Almelaheyah,32493.7,2025-03-12
17610,Madinat Dubai Almelaheyah,30500.14,2025-03-13
17611,Madinat Dubai Almelaheyah,33703.31,2025-03-11
17612,Madinat Dubai Almelaheyah,29544.09,2025-03-11
17613,Madinat Dubai Almelaheyah,31894.26,2025-03-11
17614,Nadd Hessa,17868.34,2025-02-20
17615,Nadd Hessa,20763.42,2025-02-17
17616,Nadd Hessa,17750.39,2025-02-17
17617,Nadd Hessa,18917.09,2025-01-22
17618,Nadd Hessa,19429.27,2025-02-27
17619,Nadd Hessa,20015.15,2025-02-20
17620,Madinat Al Mataar,17727.8,2023-08-07
17621,Madinat Al Mataar,14711.59,2024-03-11
17622,Madinat Al Mataar,16426.63,2023-08-08
17623,Madinat Al Mataar,14515.08,2023-08-14
17624,Madinat Al Mataar,15551.86,2023-08-25
17625,Madinat Al Mataar,17588.65,2025-07-07
17626,Madinat Al Mataar,15407.19,2024-11-06
17627,Madinat Al Mataar,17217.05,2024-11-22
17628,Nadd Hessa,7378.53,2024-06-03
17629,Wadi Al Safa 5,5724.75,2024-11-06
17630,Wadi Al Safa 5,7321.5,2025-05-20
17631,Wadi Al Safa 5,7293.57,2025-03-04
17632,Wadi Al Safa 5,7011.87,2024-11-06
17633,Madinat Al Mataar,8710.33,2025-06-12
17634,Madinat Al Mataar,8596.37,2025-06-23
17635,Marsa Dubai,27775.76,2022-11-04
17636,Marsa Dubai,33037.57,2025-06-10
17637,Marsa Dubai,28060.83,2024-11-13
17638,Marsa Dubai,19713.54,2023-07-20
17639,Marsa Dubai,28060.99,2023-12-14
17640,Madinat Dubai Almelaheyah,25698.76,2024-11-05
17641,Nadd Hessa,9450.63,2023-05-17
17642,Nadd Hessa,8117.14,2023-10-18
17643,Nadd Hessa,6269.53,2024-02-08
17644,Jabal Ali First,13649.96,2025-03-11
17645,Madinat Dubai Almelaheyah,25244.11,2025-06-30
17646,Madinat Dubai Almelaheyah,24187.98,2025-08-04
17647,Madinat Dubai Almelaheyah,28699.25,2025-07-24
17648,Madinat Dubai Almelaheyah,29296.16,2025-07-21
17649,Madinat Dubai Almelaheyah,27948.29,2025-07-11
17650,Madinat Dubai Almelaheyah,24463.68,2025-06-16
17651,Madinat Dubai Almelaheyah,28907.38,2025-08-04
17652,Madinat Al Mataar,3462.48,2024-08-29
17653,Madinat Al Mataar,3354.78,2024-08-30
17654,Wadi Al Safa 5,9365.04,2023-09-11
17655,Wadi Al Safa 5,11734.19,2025-05-19
17656,Wadi Al Safa 5,9364.14,2023-07-25
17657,Wadi Al Safa 5,10762.89,2023-09-11
17658,Nadd Hessa,20466.17,2025-02-26
17659,Nadd Hessa,21010.23,2025-05-06
17660,Bukadra,25295.21,2025-02-10
17661,Bukadra,26533.14,2025-01-08
17662,Bukadra,26102.47,2024-11-18
17663,Bukadra,25564.21,2024-12-06
17664,Bukadra,25456.65,2025-03-10
17665,Bukadra,24918.5,2024-12-23
17666,Bukadra,26479.32,2024-11-29
17667,Bukadra,26102.42,2025-05-01
17668,Bukadra,27340.35,2024-12-23
17669,Bukadra,26425.43,2024-12-12
17670,Bukadra,27932.54,2025-01-30
17671,Bukadra,26856.05,2025-03-18
17672,Bukadra,27932.19,2025-02-12
17673,Bukadra,27340.31,2025-01-31
17674,Bukadra,28201.49,2025-05-28
17675,Bukadra,27824.6,2025-06-13
17676,Bukadra,26748.41,2025-03-03
17677,Bukadra,28645.63,2025-07-21
17678,Wadi Al Safa 5,11551.66,2025-04-22
17679,Wadi Al Safa 5,14593.44,2025-08-15
17680,Wadi Al Safa 5,12833.51,2025-06-03
17681,Wadi Al Safa 5,11834.73,2023-05-26
17682,Wadi Al Safa 5,8470.04,2023-08-07
17683,Wadi Al Safa 5,12500.0,2023-08-14
17684,Wadi Al Safa 5,5727.81,2023-09-29
17685,Wadi Al Safa 5,5051.33,2024-06-24
17686,Wadi Al Safa 5,5837.56,2024-11-12
17687,Wadi Al Safa 5,4802.66,2024-05-16
17688,Wadi Al Safa 5,4657.46,2024-09-18
17689,Wadi Al Safa 5,3970.12,2024-08-06
17690,Wadi Al Safa 5,6624.75,2025-04-22
17691,Wadi Al Safa 5,6996.3,2023-06-07
17692,Wadi Al Safa 5,7696.81,2025-06-24
17693,Wadi Al Safa 5,6074.92,2025-01-10
17694,Wadi Al Safa 5,3565.06,2025-06-30
17695,Wadi Al Safa 5,6996.81,2023-10-23
17696,Wadi Al Safa 5,9559.75,2024-10-08
17697,Wadi Al Safa 5,8176.1,2024-05-14
17698,Wadi Al Safa 5,6023.59,2025-06-26
17699,Wadi Al Safa 5,6146.92,2025-04-15
17700,Wadi Al Safa 5,6996.54,2025-01-15
17701,Wadi Al Safa 5,6996.51,2025-08-04
17702,Wadi Al Safa 5,6996.57,2022-11-22
17703,Wadi Al Safa 5,6605.13,2024-12-06
17704,Wadi Al Safa 5,6996.51,2025-01-15
17705,Bukadra,22604.16,2025-08-25
17706,Bukadra,24918.58,2024-02-21
17707,Bukadra,24003.47,2024-02-23
17708,Bukadra,25080.15,2025-07-15
17709,Bukadra,23088.74,2025-02-27
17710,Bukadra,26317.91,2024-02-23
17711,Bukadra,26479.31,2024-03-27
17712,Bukadra,24487.94,2024-04-08
17713,Bukadra,24810.77,2024-10-29
17714,Bukadra,25886.99,2024-03-21
17715,Bukadra,26048.76,2024-03-11
17716,Bukadra,26048.76,2024-05-01
17717,Madinat Dubai Almelaheyah,17358.95,2023-01-26
17718,Madinat Dubai Almelaheyah,19544.54,2023-02-13
17719,Madinat Dubai Almelaheyah,19728.15,2023-02-14
17720,Madinat Dubai Almelaheyah,18541.43,2023-03-14
17721,Madinat Dubai Almelaheyah,20927.26,2023-03-29
17722,Madinat Dubai Almelaheyah,20525.13,2025-05-14
17723,Madinat Dubai Almelaheyah,20058.96,2023-01-26
17724,Nadd Hessa,13661.77,2025-06-02
17725,Hadaeq Sheikh Mohammed Bin Rashid,23193.89,2025-02-13
17726,Hadaeq Sheikh Mohammed Bin Rashid,24263.94,2024-12-17
17727,Hadaeq Sheikh Mohammed Bin Rashid,25273.3,2024-12-19
17728,Hadaeq Sheikh Mohammed Bin Rashid,23527.08,2024-11-06
17729,Hadaeq Sheikh Mohammed Bin Rashid,28774.81,2024-10-28
17730,Hadaeq Sheikh Mohammed Bin Rashid,23718.26,2024-10-18
17731,Hadaeq Sheikh Mohammed Bin Rashid,24825.88,2025-01-06
17732,Hadaeq Sheikh Mohammed Bin Rashid,24371.4,2024-12-30
17733,Hadaeq Sheikh Mohammed Bin Rashid,23190.55,2025-03-04
17734,Hadaeq Sheikh Mohammed Bin Rashid,26336.58,2024-11-07
17735,Hadaeq Sheikh Mohammed Bin Rashid,27365.13,2024-12-10
17736,Hadaeq Sheikh Mohammed Bin Rashid,23417.02,2024-11-13
17737,Hadaeq Sheikh Mohammed Bin Rashid,26317.19,2024-11-07
17738,Al Khairan First,10486.21,2025-03-05
17739,Al Khairan First,18599.13,2024-10-04
17740,Al Khairan First,20902.41,2024-10-01
17741,Al Khairan First,33303.73,2024-10-15
17742,Al Khairan First,20336.93,2023-07-06
17743,Madinat Al Mataar,12811.75,2024-09-19
17744,Madinat Al Mataar,14261.3,2024-09-11
17745,Madinat Al Mataar,17307.94,2024-09-23
17746,Madinat Al Mataar,17621.05,2024-09-13
17747,Jabal Ali First,10580.39,2024-09-27
17748,Madinat Al Mataar,9418.42,2024-08-16
17749,Jabal Ali First,11495.6,2025-04-03
17750,Al Yelayiss 2,10213.3,2025-08-26
17751,Al Yelayiss 2,10046.63,2025-04-25
17752,Al Yelayiss 2,11287.85,2024-10-21
17753,Al Yelayiss 2,11886.25,2024-12-19
17754,Al Yelayiss 2,9275.72,2023-11-06
17755,Nadd Hessa,8535.93,2024-07-01
17756,Nadd Hessa,7858.2,2023-02-02
17757,Al Thanyah Fifth,28690.55,2025-04-15
17758,Al Thanyah Fifth,24520.2,2025-05-01
17759,Al Thanyah Fifth,24918.93,2025-06-16
17760,Al Thanyah Fifth,25818.84,2025-04-17
17761,Al Thanyah Fifth,25916.69,2025-04-15
17762,Al Thanyah Fifth,25035.42,2025-08-06
17763,Al Thanyah Fifth,31065.67,2025-05-12
17764,Al Thanyah Fifth,33466.23,2025-04-30
17765,Al Thanyah Fifth,27916.77,2025-04-11
17766,Al Thanyah Fifth,31318.89,2025-04-17
17767,Al Thanyah Fifth,28194.44,2025-04-17
17768,Madinat Dubai Almelaheyah,25611.17,2024-08-23
17769,Madinat Dubai Almelaheyah,25957.3,2024-08-20
17770,Madinat Dubai Almelaheyah,33354.86,2024-09-09
17771,Madinat Dubai Almelaheyah,32986.88,2024-08-27
17772,Hadaeq Sheikh Mohammed Bin Rashid,31440.28,2025-03-03
17773,Hadaeq Sheikh Mohammed Bin Rashid,27393.43,2025-03-04
17774,Hadaeq Sheikh Mohammed Bin Rashid,28352.65,2025-03-28
17775,Madinat Dubai Almelaheyah,22019.34,2023-08-17
17776,Madinat Dubai Almelaheyah,21511.52,2023-08-14
17777,Nadd Hessa,22386.4,2025-04-08
17778,Nadd Hessa,21846.62,2025-05-15
17779,Nadd Hessa,22073.66,2025-05-21
17780,Nadd Hessa,21544.23,2025-06-20
17781,Nadd Hessa,22268.39,2025-04-30
17782,Nadd Hessa,19803.14,2025-05-20
17783,Nadd Hessa,21579.05,2025-05-19
17784,Nadd Hessa,19690.2,2025-06-24
17785,Nadd Hessa,21586.47,2025-07-11
17786,Nadd Hessa,21820.92,2025-07-25
17787,Al Warsan First,3645.83,2024-01-09
17788,Al Warsan First,5555.56,2024-01-09
17789,Burj Khalifa,26760.94,2022-09-08
17790,Al Warsan First,5000.0,2024-04-22
17791,Burj Khalifa,12931.4,2023-06-21
17792,Marsa Dubai,13257.58,2022-11-08
17793,Marsa Dubai,11533.14,2023-07-10
17794,Marsa Dubai,8234.66,2023-02-27
17795,Al Thanyah Fifth,10734.16,2023-08-29
17796,Marsa Dubai,8275.46,2022-12-20
17797,Al Thanyah Fifth,11796.63,2025-05-16
17798,Marsa Dubai,13971.05,2023-02-01
17799,Marsa Dubai,13024.47,2023-04-12
17800,Marsa Dubai,9023.88,2023-04-27
17801,Marsa Dubai,14930.81,2025-04-29
17802,Marsa Dubai,13959.7,2024-12-04
17803,Marsa Dubai,11547.34,2025-08-25
17804,Marsa Dubai,16452.29,2022-09-05
17805,Marsa Dubai,20612.92,2024-05-21
17806,Al Barsha South Fourth,7892.99,2023-12-07
17807,Burj Khalifa,23312.74,2024-05-17
17808,Al Barshaa South Third,10264.83,2024-12-30
17809,Business Bay,12669.38,2023-11-29
17810,Business Bay,13841.57,2023-03-29
17811,Business Bay,14946.8,2024-07-30
17812,Business Bay,13748.33,2023-09-21
17813,Al Barsha South Fourth,7305.3,2025-03-19
17814,Nadd Hessa,6613.3,2023-10-05
17815,Nadd Hessa,10113.03,2025-05-01
17816,Nadd Hessa,8851.65,2024-10-03
17817,Burj Khalifa,20543.94,2023-08-31
17818,Al Thanyah Fifth,939.06,2025-07-28
17819,Al Thanyah Fifth,643.56,2023-12-21
17820,Al Thanyah Fifth,345.08,2025-01-07
17821,Al Barshaa South Third,6458.4,2023-09-19
17822,Nadd Hessa,10124.87,2023-12-14
17823,Nadd Hessa,8408.47,2024-06-04
17824,Burj Khalifa,13564.83,2023-05-29
17825,Burj Khalifa,18260.7,2024-03-25
17826,Burj Khalifa,29640.01,2024-02-07
17827,Al Merkadh,16294.6,2024-04-16
17828,Al Barsha South Fourth,7752.91,2024-10-02
17829,Wadi Al Safa 5,13993.1,2025-05-07
17830,Wadi Al Safa 5,11186.9,2025-08-06
17831,Wadi Al Safa 5,6135.84,2024-11-07
17832,Wadi Al Safa 5,6135.84,2024-11-07
17833,Burj Khalifa,26387.01,2023-07-25
17834,Burj Khalifa,25058.6,2025-06-20
17835,Al Barsha South Fourth,13429.59,2025-07-22
17836,Al Barsha South Fourth,11983.33,2025-07-21
17837,Al Barsha South Fourth,12329.27,2025-07-21
17838,Business Bay,10588.52,2024-03-29
17839,Business Bay,19280.64,2024-04-25
17840,Business Bay,21288.21,2023-11-20
17841,Business Bay,21598.27,2024-04-19
17842,Business Bay,18503.16,2024-07-12
17843,Business Bay,23424.39,2023-03-14
17844,Business Bay,21760.88,2023-02-21
17845,Business Bay,23356.12,2023-04-10
17846,Business Bay,26538.01,2023-04-27
17847,Business Bay,26574.39,2023-03-30
17848,Business Bay,27505.81,2023-08-14
17849,Business Bay,29422.57,2023-04-03
17850,Business Bay,28429.0,2024-03-28
17851,Business Bay,22226.54,2024-09-19
17852,Business Bay,26980.73,2024-12-09
17853,Business Bay,27147.54,2023-02-09
17854,Business Bay,25501.97,2022-12-29
17855,Business Bay,24356.49,2023-01-05
17856,Business Bay,25140.29,2023-10-02
17857,Business Bay,27324.97,2022-12-13
17858,Business Bay,26103.77,2023-04-19
17859,Business Bay,27721.66,2023-03-14
17860,Business Bay,27271.74,2023-09-11
17861,Business Bay,28060.43,2024-03-18
17862,Al Barsha South Fourth,11298.76,2023-08-15
17863,Al Yelayiss 2,12170.69,2025-06-02
17864,Al Yelayiss 2,11046.04,2023-02-22
17865,Al Yelayiss 2,10873.66,2023-03-22
17866,Al Hebiah First,8083.3,2023-09-04
17867,Al Hebiah First,12829.84,2023-09-20
17868,Al Hebiah First,13291.35,2023-07-11
17869,Al Hebiah First,12928.37,2023-09-27
17870,Al Hebiah First,13909.07,2023-09-11
17871,Al Hebiah First,14492.12,2023-09-11
17872,Al Hebiah First,12812.3,2025-02-12
17873,Al Barsha South Fourth,16684.46,2025-02-07
17874,Al Barsha South Fourth,14991.84,2024-02-22
17875,Al Barsha South Fourth,15093.84,2025-02-10
17876,Al Barsha South Fifth,13603.2,2024-11-19
17877,Al Barsha South Fifth,13935.49,2024-06-14
17878,Al Barsha South Fifth,14430.52,2025-04-14
17879,Al Barsha South Fourth,13963.45,2023-12-08
17880,Al Barsha South Fourth,12159.75,2024-05-28
17881,Hadaeq Sheikh Mohammed Bin Rashid,22696.65,2024-05-16
17882,Hadaeq Sheikh Mohammed Bin Rashid,23292.53,2024-04-19
17883,Hadaeq Sheikh Mohammed Bin Rashid,22685.04,2024-04-30
17884,Hadaeq Sheikh Mohammed Bin Rashid,22867.39,2024-02-15
17885,Hadaeq Sheikh Mohammed Bin Rashid,27924.24,2024-01-24
17886,Hadaeq Sheikh Mohammed Bin Rashid,22516.2,2023-12-27
17887,Hadaeq Sheikh Mohammed Bin Rashid,23732.27,2024-08-08
17888,Hadaeq Sheikh Mohammed Bin Rashid,21101.84,2024-01-04
17889,Hadaeq Sheikh Mohammed Bin Rashid,28144.16,2023-12-27
17890,Hadaeq Sheikh Mohammed Bin Rashid,28432.89,2024-02-26
17891,Al Merkadh,19877.82,2025-03-21
17892,Al Thanyah Fifth,24283.69,2025-07-02
17893,Al Thanyah Fifth,22989.42,2025-02-27
17894,Al Thanyah Fifth,25422.71,2025-06-13
17895,Al Thanyah Fifth,28502.6,2025-02-19
17896,Al Yelayiss 2,9662.46,2024-04-25
17897,Jabal Ali First,14731.15,2024-09-13
17898,Jabal Ali First,12094.71,2024-05-08
17899,Jabal Ali First,13686.1,2024-12-30
17900,Jabal Ali First,12476.61,2024-07-31
17901,Jabal Ali First,11718.33,2024-06-24
17902,Wadi Al Safa 5,13476.72,2024-07-01
17903,Wadi Al Safa 5,17281.62,2024-10-03
17904,Wadi Al Safa 5,12734.78,2024-10-04
17905,Wadi Al Safa 5,17900.45,2024-08-07
17906,Wadi Al Safa 5,13787.17,2024-11-18
17907,Wadi Al Safa 5,17209.88,2024-08-13
17908,Wadi Al Safa 5,11879.2,2024-08-06
17909,Wadi Al Safa 5,19119.24,2024-08-15
17910,Wadi Al Safa 5,17843.39,2024-10-15
17911,Wadi Al Safa 5,14100.52,2024-11-27
17912,Wadi Al Safa 5,20319.15,2025-05-21
17913,Wadi Al Safa 5,13895.04,2024-08-08
17914,Wadi Al Safa 5,13334.02,2024-10-23
17915,Wadi Al Safa 5,16654.74,2025-05-29
17916,Al Barsha South Fourth,17237.32,2025-05-19
17917,Al Yelayiss 2,14780.31,2024-11-28
17918,Me'Aisem First,22443.78,2025-06-16
17919,Me'Aisem First,13451.71,2025-07-29
17920,Me'Aisem First,13713.66,2025-04-14
17921,Me'Aisem First,17439.86,2025-07-02
17922,Me'Aisem First,17640.32,2025-07-07
17923,Me'Aisem First,23446.42,2025-08-22
17924,Me'Aisem First,14220.71,2025-05-05
17925,Me'Aisem First,14100.39,2025-08-22
17926,Me'Aisem First,14216.66,2025-03-20
17927,Me'Aisem First,23493.52,2025-08-14
17928,Me'Aisem First,14310.25,2025-05-08
17929,Me'Aisem First,14318.44,2025-03-20
17930,Me'Aisem First,14637.0,2025-04-16
17931,Me'Aisem First,14405.07,2025-06-18
17932,Me'Aisem First,16694.74,2025-04-01
17933,Me'Aisem First,14100.39,2025-03-31
17934,Me'Aisem First,14388.49,2025-03-20
17935,Me'Aisem First,14318.44,2025-03-24
17936,Me'Aisem First,14070.49,2025-02-20
17937,Me'Aisem First,14232.85,2025-04-14
17938,Me'Aisem First,15768.35,2025-03-10
17939,Me'Aisem First,14318.44,2025-04-07
17940,Me'Aisem First,14318.44,2025-05-22
17941,Me'Aisem First,24341.32,2025-07-02
17942,Me'Aisem First,15750.29,2025-03-20
17943,Me'Aisem First,24489.2,2025-08-14
17944,Me'Aisem First,24484.88,2025-07-21
17945,Business Bay,28965.14,2025-05-21
17946,Business Bay,28881.16,2025-08-20
17947,Business Bay,25022.47,2025-08-19
17948,Business Bay,29851.55,2025-07-24
17949,Al Barsha South Fourth,6681.94,2025-07-25
17950,Marsa Dubai,9050.26,2022-09-27
17951,Marsa Dubai,10107.14,2022-11-04
17952,Al Merkadh,24936.92,2025-04-17
17953,Burj Khalifa,18742.32,2024-09-16
17954,Burj Khalifa,22270.06,2024-09-06
17955,Burj Khalifa,23041.47,2024-11-07
17956,Burj Khalifa,18047.94,2023-12-21
17957,Burj Khalifa,15716.9,2024-09-30
17958,Nadd Hessa,5650.91,2024-01-31
17959,Burj Khalifa,8769.06,2023-05-16
17960,Burj Khalifa,17200.55,2025-06-03
17961,Burj Khalifa,27475.44,2023-06-08
17962,Burj Khalifa,32708.89,2023-02-07
17963,Burj Khalifa,447.77,2025-06-23
17964,Burj Khalifa,32138.68,2023-04-19
17965,Burj Khalifa,30281.44,2023-12-11
17966,Burj Khalifa,26382.65,2025-01-20
17967,Nadd Hessa,5225.3,2023-03-15
17968,Nadd Hessa,7309.94,2024-12-16
17969,Nadd Hessa,5097.93,2022-10-31
17970,Marsa Dubai,15336.49,2022-11-23
17971,Marsa Dubai,14218.74,2023-07-11
17972,Marsa Dubai,19905.32,2025-06-18
17973,Marsa Dubai,18165.84,2024-05-23
17974,Marsa Dubai,11602.7,2023-10-03
17975,Burj Khalifa,8314.48,2022-12-16
17976,Palm Jumeirah,9823.18,2023-10-17
17977,Palm Jumeirah,19056.0,2023-03-07
17978,Wadi Al Safa 5,8758.45,2023-11-28
17979,Wadi Al Safa 5,4564.61,2022-09-07
17980,Madinat Al Mataar,8330.46,2023-08-01
17981,Al Barsha South Fifth,18168.95,2025-07-09
17982,Al Barsha South Fifth,18800.31,2023-09-18
17983,Al Khairan First,16797.68,2022-10-31
17984,Al Khairan First,17002.94,2022-10-31
17985,Al Khairan First,19263.96,2022-10-31
17986,Al Khairan First,19296.12,2022-10-31
17987,Hadaeq Sheikh Mohammed Bin Rashid,24439.92,2023-10-24
17988,Hadaeq Sheikh Mohammed Bin Rashid,25614.61,2024-01-02
17989,Hadaeq Sheikh Mohammed Bin Rashid,18148.82,2022-10-31
17990,Hadaeq Sheikh Mohammed Bin Rashid,20190.37,2023-10-27
17991,Hadaeq Sheikh Mohammed Bin Rashid,27235.59,2024-11-06
17992,Hadaeq Sheikh Mohammed Bin Rashid,25224.83,2024-03-04
17993,Hadaeq Sheikh Mohammed Bin Rashid,14979.57,2022-12-07
17994,Marsa Dubai,26589.01,2023-06-19
17995,Marsa Dubai,30243.04,2024-03-14
17996,Al Warsan First,5564.59,2024-02-26
17997,Al Warsan First,6335.7,2023-09-04
17998,Al Warsan First,5806.99,2024-12-11
17999,Business Bay,17198.92,2024-01-09
18000,Wadi Al Safa 5,8400.63,2024-08-22
18001,Wadi Al Safa 5,3332.57,2024-01-18
18002,Wadi Al Safa 5,3941.8,2024-01-22
18003,Wadi Al Safa 5,4558.48,2024-07-17
18004,Wadi Al Safa 5,7128.46,2025-04-18
18005,Wadi Al Safa 5,3328.66,2024-01-24
18006,Wadi Al Safa 5,6825.64,2024-07-18
18007,Wadi Al Safa 5,7079.24,2025-04-25
18008,Wadi Al Safa 5,12786.81,2025-04-15
18009,Wadi Al Safa 5,8736.42,2024-07-08
18010,Wadi Al Safa 5,9200.45,2025-01-23
18011,Al Barshaa South Third,7544.77,2024-04-15
18012,Al Barshaa South Third,6713.09,2024-02-16
18013,Marsa Dubai,20941.12,2025-04-16
18014,Al Barsha South Fourth,10796.92,2023-10-24
18015,Al Barsha South Fourth,10812.45,2022-09-05
18016,Al Barsha South Fourth,14036.32,2023-03-14
18017,Al Barsha South Fourth,13032.44,2023-02-20
18018,Al Barsha South Fourth,13957.45,2025-05-23
18019,Al Barsha South Fourth,945.64,2025-05-21
18020,Al Barsha South Fourth,13109.09,2023-02-13
18021,Al Barsha South Fourth,13061.85,2024-10-16
18022,Al Barsha South Fourth,17021.28,2025-01-20
18023,Al Barsha South Fourth,19913.11,2025-08-15
18024,Al Barsha South Fourth,12854.54,2023-02-09
18025,Al Barsha South Fourth,11964.42,2023-09-20
18026,Al Barsha South Fourth,12012.52,2024-05-30
18027,Jabal Ali First,12474.14,2024-05-01
18028,Jabal Ali First,14841.2,2024-09-04
18029,Jabal Ali First,13726.73,2023-11-14
18030,Al Khairan First,27115.43,2023-03-01
18031,Al Khairan First,21648.93,2023-01-24
18032,Al Khairan First,24742.51,2024-05-17
